id,index,GO term,meaning,screening,category
GO:0005153,395,interleukin-8 receptor binding,,,molecular_function
GO:0102420,396,sn-1-glycerol-3-phosphate C16:0-DCA-CoA acyl transferase activity,,,molecular_function
GO:0051606,397,detection of stimulus,,,biological_process
GO:0004436,398,phosphatidylinositol diacylglycerol-lyase activity,,,molecular_function
GO:0032482,399,Rab protein signal transduction,,,biological_process
GO:0042981,400,regulation of apoptotic process,,,biological_process
GO:0006622,401,protein targeting to lysosome,,,biological_process
GO:0006936,402,muscle contraction,,,biological_process
GO:0050545,403,sulfopyruvate decarboxylase activity,,,molecular_function
GO:1990077,404,primosome complex,,,cellular_component
GO:0001505,405,Unknown,,,biological_process
GO:0046686,406,response to cadmium ion,,,biological_process
GO:0004065,407,arylsulfatase activity,,,molecular_function
GO:0004712,408,protein serine/threonine/tyrosine kinase activity,,,molecular_function
GO:0033863,409,"ribose 1,5-bisphosphate phosphokinase activity",,,molecular_function
GO:0050796,410,regulation of insulin secretion,,,biological_process
GO:0015974,411,guanosine pentaphosphate catabolic process,,,biological_process
GO:0071596,412,ubiquitin-dependent protein catabolic process via the N-end rule pathway,,,biological_process
GO:0102158,413,very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase activity,,,molecular_function
GO:0031667,414,response to nutrient levels,,,biological_process
GO:0007267,415,cell-cell signaling,,,biological_process
GO:0047522,416,15-oxoprostaglandin 13-oxidase activity,,,molecular_function
GO:0006325,417,chromatin organization,,,biological_process
GO:0043004,418,Unknown,,,biological_process
GO:0006334,419,nucleosome assembly,,,biological_process
GO:0030513,420,positive regulation of BMP signaling pathway,,,biological_process
GO:0000749,421,response to pheromone triggering conjugation with cellular fusion,,,biological_process
GO:1990071,422,TRAPPII protein complex,,,cellular_component
GO:0016157,423,sucrose synthase activity,,,molecular_function
GO:0008874,424,gluconate 5-dehydrogenase activity,,,molecular_function
GO:0043928,425,Unknown,,,biological_process
GO:0007368,426,determination of left/right symmetry,,,biological_process
GO:0051131,427,chaperone-mediated protein complex assembly,,,biological_process
GO:0098686,428,hippocampal mossy fiber to CA3 synapse,,,cellular_component
GO:0009941,429,chloroplast envelope,,,cellular_component
GO:0008973,430,phosphopentomutase activity,,,molecular_function
GO:0032580,431,Golgi cisterna membrane,,none,cellular_component
GO:0001958,432,endochondral ossification,,,biological_process
GO:0046110,433,xanthine metabolic process,,,biological_process
GO:0001671,434,ATPase activator activity,,,molecular_function
GO:0033165,435,interphotoreceptor matrix,,,cellular_component
GO:0009338,436,exodeoxyribonuclease V complex,,,cellular_component
GO:0045437,437,uridine nucleosidase activity,,,molecular_function
GO:0019529,438,taurine catabolic process,,,biological_process
GO:0030215,439,semaphorin receptor binding,,,molecular_function
GO:0005313,440,L-glutamate transmembrane transporter activity,,yes,molecular_function
GO:0048010,441,vascular endothelial growth factor receptor signaling pathway,,,biological_process
